apidoc,https://docs.oracle.com/en/java/javase/12/docs/api/
collections,https://docs.oracle.com/javase/8/docs/technotes/guides/collections/overview.html
tutorial,https://docs.oracle.com/javase/tutorial/
java2d,https://docs.oracle.com/javase/tutorial/2d/
keywords,https://docs.oracle.com/javase/tutorial/java/nutsandbolts/_keywords.html
operators,https://docs.oracle.com/javase/tutorial/java/nutsandbolts/operators.html
code2zip,https://github.com/ChrisMayfield/ThinkJavaCode2/archive/master.zip
javatutor,http://pythontutor.com/java.html#mode=edit&heapPrimitives=true&textReferences=false
